Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,SumProceso,Requisito,1R,2R,NF,1F,2F,3F,Abandono,Materias cursadas,Veces recursada
1284,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,12,16,9,1,37,1,20,0,1,0,1,1,0,6,0
1284,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,18,25,0,1,43,1,0,0,3,3,0,0,0,6,1
1285,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,14,9,4,1,27,1,12,22,0,0,0,0,0,4,0
1285,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,17,14,4,1,35,1,0,0,2,2,0,0,0,3,1
1290,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,21,17,5,1,43,1,0,0,2,1,2,0,0,5,0
1291,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,12,0,1,1,13,0,0,0,0,0,0,0,1,4,0
1291,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,11,22,2,1,35,1,18,0,2,0,2,0,0,3,1
1293,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,34,7,1,59,1,0,0,5,5,0,0,0,6,0
1294,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,6,18,4,1,28,1,0,0,0,0,0,0,1,6,0
1294,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,19,6,1,38,1,14,0,2,0,1,2,0,5,1
1295,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,15,28,8,1,51,1,0,0,4,4,0,0,0,5,0
1297,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,16,20,6,1,42,1,22,45,2,0,0,2,0,6,0
1298,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,6,5,2,1,13,0,0,0,0,0,0,0,1,4,0
1298,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,6,9,3,1,18,1,12,32,2,0,0,2,0,4,1
1300,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,19,17,5,1,41,1,0,0,3,3,0,0,0,6,0
1301,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,17,17,6,1,40,1,25,0,2,0,2,0,0,5,0
1303,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,16,24,7,1,47,1,0,0,3,0,3,0,0,6,0
1307,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,15,14,6,1,35,1,0,0,1,1,0,0,0,5,0
1311,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,22,32,6,1,60,1,0,0,5,5,0,0,0,5,0
1312,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,10,22,6,1,38,1,0,0,2,1,2,0,0,6,0
1313,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,0
1316,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,5,0
1316,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,7,0,4,1,11,0,0,0,0,0,0,0,1,3,1
1317,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,7,0
1317,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,13,3,1,30,1,37,0,2,0,2,0,0,7,1
1318,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,18,17,8,1,43,1,0,0,2,0,2,0,0,6,0
1320,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,2017,10,12,4,1,26,1,10,31,1,0,0,1,0,6,0
1320,13015,ESTATICA,MEC-PLS13 ,3,1,2018,1,1,2017,17,18,4,1,39,1,0,0,2,2,0,0,0,8,1
1321,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,9,0,4,1,13,0,0,0,0,0,0,0,1,6,0
1321,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,13,3,4,1,20,1,12,16,0,0,0,0,0,6,1
1327,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,0,14,11,6,1,31,1,14,12,0,0,0,0,0,7,0
1327,13015,ESTATICA,MEC-PLS13 ,3,1,2018,1,0,2018,12,17,6,1,35,1,0,0,0,0,0,0,0,7,1
1327,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,11,0,0,1,11,1,0,0,0,0,0,0,1,4,2
1327,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2019,17,24,8,1,49,1,0,0,3,3,0,0,0,6,3
1328,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,14,23,6,1,43,1,0,0,3,3,0,0,0,3,0
1330,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,0,0,15,13,2,1,30,1,20,0,0,0,0,0,0,8,0
1330,13015,ESTATICA,MEC-PLS13 ,3,2,2019,2,1,2019,14,17,4,1,35,1,0,0,2,2,0,0,0,8,1
1331,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,14,16,5,1,35,1,0,0,1,0,0,1,0,5,0
1331,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2016,10,0,0,1,10,1,22,0,1,0,1,0,1,6,1
1331,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,9,6,4,0,19,0,0,0,0,0,0,0,1,4,2
1331,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,11,12,5,1,28,1,44,0,1,0,0,1,0,5,3
1331,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,0,0,0,1,0,1,0,0,3,3,0,0,1,6,4
1332,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,0,3,2,3,1,8,0,0,0,0,0,0,0,1,4,0
1332,13015,ESTATICA,MEC-PLS13 ,3,1,2018,1,0,0,4,3,5,0,12,0,0,0,0,0,0,0,1,8,1
1332,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,1,2018,18,14,5,1,37,1,0,0,3,3,0,0,0,6,2
1333,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0
1333,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,2,4,2,1,8,0,0,0,0,0,0,0,1,5,1
1336,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,6,25,7,1,38,1,30,0,3,0,3,0,0,6,0
1337,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,10,18,5,1,33,1,40,0,4,0,4,0,0,3,0
1338,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,24,8,1,45,1,0,0,3,3,0,0,0,3,0
1342,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,20,19,7,1,46,1,0,0,4,4,0,0,0,6,0
1346,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,6,0
1346,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,11,18,7,1,36,1,46,0,3,0,3,0,0,5,1
1347,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
1347,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2020,0,0,3,1,3,1,0,0,0,0,0,0,1,4,1
1348,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,10,13,7,1,30,1,30,44,3,0,0,3,0,6,0
1349,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,8,13,4,1,25,1,24,29,0,0,0,0,1,7,0
1349,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,10,8,2,1,20,1,13,0,0,0,0,0,1,5,1
1349,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,12,22,5,1,39,1,0,0,2,1,2,0,0,7,2
1350,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,2021,16,23,2,1,41,1,0,0,0,0,0,0,0,7,0
1350,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2021,0,0,2,1,2,1,0,0,1,0,1,0,1,6,1
1350,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,2
1352,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,2,17,2,1,21,1,0,0,0,0,0,0,1,5,0
1352,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,3,16,5,1,24,1,14,23,0,0,0,0,1,4,1
1352,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,0,17,5,1,22,1,44,0,3,0,3,0,0,7,2
1353,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,15,13,3,1,31,1,0,0,0,0,0,0,0,6,0
1353,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,1,2019,18,17,4,1,39,1,0,0,3,1,3,0,0,3,1
1354,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,7,9,5,1,21,1,22,0,0,0,0,0,1,4,0
1354,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,9,10,5,1,24,1,0,16,0,0,0,0,1,6,1
1354,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2019,17,24,4,1,45,1,0,0,5,1,5,0,0,2,2
1355,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,0,3,1,7,0,0,0,0,0,0,0,1,5,0
1356,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,12,0,3,0,15,0,0,0,0,0,0,0,1,5,0
1356,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,10,15,5,1,30,1,32,0,2,0,2,0,0,6,1
1358,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,2021,11,23,4,1,38,1,0,0,0,0,0,0,1,6,0
1358,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2021,0,0,4,1,4,1,0,0,0,0,0,0,1,5,1
1359,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,12,11,2,1,25,1,28,20,0,0,0,0,0,5,0
1359,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,15,10,5,1,30,1,8,0,0,0,0,0,0,5,1
1359,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,2
1361,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,4,5,6,0,15,0,0,0,0,0,0,0,1,4,0
1366,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,4,12,3,1,19,1,8,0,0,0,0,0,1,5,0
1366,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,15,20,2,1,37,1,0,0,2,2,0,0,0,3,1
1367,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,3,8,2,1,13,0,0,0,0,0,0,0,1,8,0
1367,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,12,20,3,1,35,1,0,0,2,2,0,0,0,6,1
1368,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,17,15,5,1,37,1,0,0,2,0,0,2,0,5,0
1369,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,14,22,7,1,43,1,0,0,2,2,0,0,0,5,0
1370,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,15,12,3,1,30,1,0,0,0,0,0,0,0,4,0
1370,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2016,6,14,0,1,20,1,0,0,2,1,2,0,0,3,1
1371,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,13,0,4,1,17,0,0,0,0,0,0,0,1,4,0
1373,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,15,28,4,1,47,1,0,0,3,3,0,0,0,7,0
1374,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,17,24,5,1,46,1,0,0,3,0,1,3,0,7,0
1375,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,10,12,2,1,24,1,10,0,0,0,0,0,1,7,0
1375,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,10,9,2,1,21,1,28,30,0,0,0,0,1,6,1
1375,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,17,23,4,1,44,1,0,0,1,1,1,1,0,5,2
1376,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,9,21,5,1,35,1,0,0,2,2,0,0,0,6,0
1377,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,2,3,1,10,0,0,0,0,0,0,0,1,6,0
1377,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,6,0,4,1,10,0,0,0,0,0,0,0,1,4,1
1377,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,8,24,6,1,38,1,0,0,2,2,0,0,0,3,2
1378,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,16,17,2,1,35,1,0,0,2,1,1,2,0,6,0
1379,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,3,12,6,1,21,1,14,0,0,0,0,0,1,5,0
1379,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,1,2018,14,22,7,1,43,1,0,0,4,4,0,0,0,6,1
1381,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,5,10,8,1,23,1,0,0,0,0,0,0,1,3,0
1381,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,10,7,6,1,23,1,0,0,0,0,0,0,1,2,1
1381,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,11,22,5,1,38,1,0,0,2,2,0,0,0,5,2
1382,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,16,25,3,1,44,1,0,0,3,1,1,3,0,6,0
1383,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,6,0
1383,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,17,25,8,1,50,1,0,0,3,3,0,0,0,3,1
1385,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
1389,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,0,0,4,1,4,1,0,0,0,0,0,0,1,5,0
1389,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,11,6,5,1,22,1,0,0,0,0,0,0,1,5,1
1389,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,19,13,3,1,35,1,38,0,4,0,4,0,0,5,2
1390,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,15,25,5,1,45,1,0,0,1,1,0,1,0,6,0
1390,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,14,27,0,1,41,1,0,0,4,4,0,0,0,6,1
1391,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,0,14,0,2,0,16,0,0,0,0,0,0,0,1,6,0
1391,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,10,15,6,1,31,1,32,0,1,0,1,0,0,5,1
1393,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,20,26,5,1,51,1,0,0,3,3,0,0,0,5,0
1394,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,19,26,8,1,53,1,0,0,4,4,0,0,0,5,0
1395,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,2,8,2,1,12,0,0,0,0,0,0,0,1,7,0
1395,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,9,7,6,1,22,1,32,0,1,0,1,1,0,6,1
1395,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,10,9,6,1,25,1,18,21,1,0,0,1,0,6,2
1396,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,9,1,2,1,12,0,0,0,0,0,0,0,1,7,0
1396,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,3,4,2,1,9,0,0,0,0,0,0,0,1,5,1
1396,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,22,21,6,1,49,1,0,0,4,4,0,0,0,4,2
1397,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,10,18,2,1,30,1,0,0,3,0,0,3,0,4,0
1399,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,13,4,6,1,23,1,0,0,0,0,0,0,0,4,0
1399,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,12,14,5,1,31,1,30,0,2,0,2,0,0,6,1
1401,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,1,5,4,1,10,0,0,0,0,0,0,0,1,6,0
1401,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,3,12,6,1,21,1,4,6,0,0,0,0,1,3,1
1405,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,10,10,4,1,24,1,0,0,0,0,0,0,1,4,0
1405,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,11,14,5,1,30,1,38,0,3,0,3,0,0,4,1
1410,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,15,14,7,1,36,1,0,0,3,3,0,0,0,5,0
1416,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,10,14,5,1,29,1,0,0,1,0,1,1,0,6,0
1416,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2016,8,23,0,1,31,1,22,31,1,0,0,1,0,2,1
1416,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,13,24,5,1,42,1,0,0,3,3,0,0,0,4,2
1417,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,8,0
1418,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,17,12,7,1,36,1,16,20,1,0,0,1,0,5,0
1418,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,1,2017,17,26,0,1,43,1,0,0,4,4,0,0,0,6,1
1421,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,18,26,4,1,48,1,0,0,3,3,0,0,0,4,0
1422,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,27,9,1,53,1,0,0,4,4,0,0,0,6,0
1425,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,10,5,2,1,17,1,6,0,0,0,0,0,1,5,0
1425,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,6,27,5,1,38,1,0,0,3,3,0,0,0,5,1
1427,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,5,0
1427,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,12,6,4,1,22,1,26,16,0,0,0,0,0,4,1
1427,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,14,10,7,1,31,1,28,0,1,0,1,1,0,6,2
1428,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,20,24,6,1,50,1,0,0,3,3,0,0,0,5,0
1430,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,14,25,5,1,44,1,0,0,2,2,0,0,0,3,0
1431,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,0,18,5,5,1,28,1,18,24,0,0,0,0,0,3,0
1431,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,1,2018,19,23,6,1,48,1,0,0,5,5,0,0,0,6,1
1436,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,14,10,8,1,32,1,44,0,4,0,4,0,0,6,0
1437,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,8,17,3,1,28,1,18,40,1,0,0,1,0,5,0
1437,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,14,26,0,1,40,1,0,0,3,3,0,0,0,7,1
1438,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,17,25,6,1,48,1,0,0,4,4,0,0,0,5,0
1440,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,19,17,8,1,44,1,40,42,3,0,0,3,0,6,0
1441,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,15,12,7,1,34,1,0,0,3,0,1,3,0,5,0
1443,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,1,2019,20,22,6,1,48,1,0,0,3,3,0,0,0,5,0
1447,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,12,8,5,1,25,1,10,32,1,0,0,1,0,6,0
1447,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,10,19,0,1,29,1,0,0,2,2,0,0,0,7,1
1448,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,19,16,8,1,43,1,0,0,3,3,0,0,0,10,0
1448,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,19,16,8,1,43,1,0,0,0,0,0,0,0,10,1
1449,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,0,0,7,0,2,1,9,1,0,0,0,0,0,0,1,7,0
1449,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,7,8,2,1,17,1,0,12,0,0,0,0,1,4,1
1449,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,9,16,4,1,29,1,12,14,0,0,0,0,1,6,2
1450,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,17,25,9,1,51,1,0,0,5,5,0,0,0,5,0
1451,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,12,11,5,1,28,1,38,0,1,0,1,0,0,6,0
1452,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,8,17,3,1,28,1,0,0,0,0,0,0,1,4,0
1453,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,18,18,9,1,45,1,0,0,2,2,0,0,0,6,0
1455,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,4,13,5,1,22,1,10,30,1,0,0,1,0,7,0
1455,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,9,24,0,1,33,1,0,0,2,2,0,0,0,7,1
1456,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,8,16,6,1,30,1,29,0,0,0,0,0,1,6,0
1457,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,11,12,2,1,25,1,0,0,0,0,0,0,1,7,0
1457,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,7,0,1,1,8,0,0,0,0,0,0,0,1,5,1
1457,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,13,2,2,1,17,1,0,9,0,0,0,0,0,5,2
1458,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,8,0,3,1,11,0,0,0,0,0,0,0,1,6,0
1458,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2019,15,18,4,1,37,1,0,0,3,3,0,0,0,3,1
1459,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,2,0,2,1,4,1,0,0,0,0,0,0,1,8,0
1460,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,19,18,6,1,43,1,0,0,2,2,0,0,0,5,0
1461,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0
1461,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,3,1
1461,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,1,2022,15,15,8,1,38,1,0,0,2,2,0,0,0,3,2
1462,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,7,0,5,1,12,0,0,0,0,0,0,0,1,3,0
1462,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,4,0,5,1,9,0,0,0,0,0,0,0,1,4,1
1462,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,22,4,7,1,33,1,0,2,0,0,0,0,0,3,2
1464,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,8,8,3,1,19,1,26,25,0,0,0,0,1,4,0
1464,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,13,18,2,1,33,1,22,0,0,0,0,0,0,4,1
1464,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,1,2019,16,25,6,1,47,1,0,0,3,3,0,0,0,4,2
1469,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
1469,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,8,15,3,1,26,1,32,0,0,0,0,0,1,7,1
1469,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2018,21,0,0,1,21,1,0,0,1,0,1,0,1,4,2
1469,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,9,11,5,1,25,1,14,0,0,0,0,0,1,6,3
1470,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,17,19,6,1,42,1,0,0,2,2,0,0,0,6,0
1471,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,9,11,3,1,23,1,30,0,0,0,0,0,1,4,0
1471,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,10,5,4,1,19,1,44,0,4,0,4,0,0,4,1
1472,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,1,2018,13,15,7,1,35,1,0,0,4,4,0,0,0,5,0
1473,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,0,14,5,6,1,25,1,0,0,0,0,0,0,0,5,0
1473,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,0,0,7,19,2,1,28,1,30,0,0,0,0,0,1,5,1
1473,13015,ESTATICA,MEC-PLS13 ,3,2,2019,2,1,2019,17,24,8,1,49,1,0,0,3,3,0,0,0,4,2
1474,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,5,0
1474,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,3,5,4,1,12,0,0,0,0,0,0,0,1,5,1
1474,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,9,7,4,1,20,1,11,4,0,0,0,0,1,4,2
1475,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,15,1,3,1,19,1,0,0,0,0,0,0,0,5,0
1475,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,11,2,1,18,1,3,12,0,0,0,0,1,4,1
1475,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,6,0,1,0,7,0,0,0,0,0,0,0,1,4,2
1475,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,12,0,1,1,13,0,0,0,0,0,0,0,1,3,3
1477,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,15,24,3,1,42,1,0,0,3,3,0,0,0,5,0
1478,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,14,11,4,1,29,1,16,0,0,0,0,0,0,6,0
1480,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,9,1,3,1,13,0,0,0,0,0,0,0,1,4,0
